"Palay and Corn: Area Harvested in Hectares by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2024"

"Commodity","Geolocation","2010 Q1","2010 Q2","2010 Q3","2010 Q4","2010 Annual","2011 Q1","2011 Q2","2011 Q3","2011 Q4","2011 Annual","2012 Q1","2012 Q2","2012 Q3","2012 Q4","2012 Annual","2013 Q1","2013 Q2","2013 Q3","2013 Q4","2013 Annual","2014 Q1","2014 Q2","2014 Q3","2014 Q4","2014 Annual","2015 Q1","2015 Q2","2015 Q3","2015 Q4","2015 Annual","2016 Q1","2016 Q2","2016 Q3","2016 Q4","2016 Annual","2017 Q1","2017 Q2","2017 Q3","2017 Q4","2017 Annual","2018 Q1","2018 Q2","2018 Q3","2018 Q4","2018 Annual","2019 Q1","2019 Q2","2019 Q3","2019 Q4","2019 Annual","2020 Q1","2020 Q2","2020 Q3","2020 Q4","2020 Annual","2021 Q1","2021 Q2","2021 Q3","2021 Q4","2021 Annual","2022 Q1","2022 Q2","2022 Q3","2022 Q4","2022 Annual","2023 Q1","2023 Q2","2023 Q3","2023 Q4","2023 Annual"
"Irrigated Palay","....Occidental Mindoro",1850.00,17410.00,1745.00,33262.00,54267.00,851.00,18400.00,1600.00,32951.00,53802.00,1200.00,19400.00,1745.00,32724.00,55069.00,1836.00,20801.00,1800.00,31992.00,56429.00,3188.00,19087.00,1700.00,32550.00,56525.00,11310.00,11610.00,1800.00,32422.00,57142.00,11722.00,10955.00,1776.00,33262.00,57715.00,8901.00,13884.00,1800.00,32974.00,57559.00,11722.00,12650.00,1785.00,33262.00,59419.00,10449.00,9725.00,1216.00,33204.00,54594.00,9544.00,12498.00,1844.00,28831.00,52717.00,10704.00,13631.00,1858.00,32057.00,58250.00,11197.00,12051.00,2072.26,32319.00,57639.26,10482.00,12012.79,1942.11,32970.64,57407.54
"Irrigated Palay","....Oriental Mindoro",22130.00,11867.00,5837.00,28211.00,68045.00,23879.00,16247.00,7782.00,28215.00,76123.00,22027.00,19004.00,7349.00,36052.00,84432.00,26245.00,17507.00,8955.00,32067.00,84774.00,26538.00,17587.00,2823.00,35932.00,82880.00,29450.00,15457.00,4490.00,36055.00,85452.00,26446.00,18455.00,6221.00,36167.00,87289.00,26951.00,17868.00,5927.00,37174.00,87920.00,27735.00,18660.00,6377.00,36365.00,89137.00,28063.00,18121.00,4512.00,37495.00,88191.00,16243.00,24823.00,5360.00,37418.60,83844.60,17558.00,25197.00,5334.70,37403.30,85493.00,18101.00,22840.00,5564.61,38151.90,84657.51,16408.60,22881.40,5541.76,39121.24,83953.00
"Irrigated Palay","....Palawan",15341.00,890.00,4204.00,15471.00,35906.00,12884.00,4897.00,11986.00,6469.00,36236.00,12613.00,5345.00,12007.00,7667.00,37632.00,11758.00,3339.00,12816.00,11308.00,39221.00,12380.00,4873.00,13167.00,12011.00,42431.00,14985.00,5462.00,10512.00,14606.00,45565.00,10419.00,3463.00,10694.00,23927.00,48503.00,15390.00,5957.00,14993.00,17073.00,53413.00,15825.00,6813.00,12853.00,20311.00,55802.00,16076.00,5657.00,11824.00,22506.00,56063.00,16319.00,5879.00,12595.00,22035.00,56828.00,16442.00,8412.00,14123.00,21059.00,60036.00,15389.00,8713.00,14858.00,24333.00,63293.00,16188.00,9260.00,16417.00,25235.00,67100.00
"Irrigated Palay","....Romblon",2168.00,284.00,354.00,2366.00,5172.00,2457.00,474.00,886.00,1986.00,5803.00,2405.00,408.00,973.00,1922.00,5708.00,2398.00,186.00,450.00,2349.00,5383.00,2365.00,139.00,115.00,2605.00,5224.00,2225.00,103.00,210.00,2505.00,5043.00,2162.00,74.00,198.00,2615.00,5049.00,2309.00,180.00,425.00,2595.00,5509.00,2383.00,210.00,727.00,2325.00,5645.00,2324.00,93.47,158.00,2501.00,5076.47,2233.00,249.00,303.00,2415.00,5200.00,2354.00,110.00,728.00,1929.00,5121.00,2379.00,212.84,332.00,2368.00,5291.84,2136.00,385.00,336.00,2857.00,5714.00
"Irrigated Palay","..REGION V (BICOL REGION)",52612.00,53761.00,44421.00,65462.00,216256.00,47132.00,60722.00,45101.00,50654.00,203609.00,54355.00,57529.00,52447.00,53127.00,217458.00,51033.00,60560.00,48683.00,61950.00,222226.00,50714.00,61773.00,40530.00,61065.00,214082.00,49369.00,61812.00,43454.00,74666.00,229301.00,47882.00,63105.00,44649.00,80569.00,236205.00,50474.00,65163.00,44086.00,82432.00,242155.00,49337.00,65424.00,42969.00,79502.00,237232.00,48371.70,66297.95,42323.00,70839.60,227832.25,42657.00,63927.00,43901.00,72823.46,223308.46,47344.00,66424.22,44021.90,73921.20,231711.32,44901.74,64222.68,45108.51,74607.40,228840.33,44639.19,63563.22,45403.66,74201.07,227807.14
"Irrigated Palay","....Albay",7452.00,10657.00,10417.00,11080.00,39606.00,7452.00,14544.00,10745.00,10018.00,42759.00,10045.00,13084.00,10052.00,10095.00,43276.00,8280.00,12887.00,10022.00,12790.00,43979.00,7599.00,13505.00,8875.00,12360.00,42339.00,7556.00,12834.00,9073.00,11496.00,40959.00,7301.00,13075.00,9472.00,11829.00,41677.00,9976.00,12631.00,9173.00,12008.00,43788.00,8798.00,12594.00,9239.00,11951.00,42582.00,8158.70,13821.95,9773.00,11753.00,43506.65,8010.00,14100.00,9800.00,12010.00,43920.00,8330.00,13505.00,9604.00,11905.00,43344.00,8460.00,13809.00,9890.00,11730.00,43889.00,8638.00,13752.00,9540.00,11810.00,43740.00
"Irrigated Palay","....Camarines Norte",3654.00,3210.00,1500.00,5361.00,13725.00,3350.00,3491.00,1588.00,5236.00,13665.00,3279.00,3583.00,3462.00,4515.00,14839.00,3428.00,3700.00,3992.00,4955.00,16075.00,3654.00,3700.00,2014.00,5850.00,15218.00,3464.00,3700.00,2430.00,4997.00,14591.00,2966.00,4109.00,2682.00,5267.00,15024.00,3361.00,3836.00,3799.00,5376.00,16372.00,3662.00,3882.00,3193.00,4792.00,15529.00,3124.00,4136.00,2108.00,4755.00,14123.00,3294.00,3409.00,3096.00,4974.00,14773.00,3360.00,4000.00,3252.00,4840.00,15452.00,3259.00,3976.00,3320.00,4856.00,15411.00,2446.00,4604.00,3223.00,4890.00,15163.00
"Irrigated Palay","....Camarines Sur",29680.00,31944.00,27698.00,35272.00,124594.00,27249.00,31993.00,25530.00,23570.00,108342.00,27861.00,31598.00,28248.00,28166.00,115873.00,28725.00,30765.00,26420.00,30715.00,116625.00,27810.00,31650.00,22895.00,28448.00,110803.00,29131.00,32000.00,25250.00,44826.00,131207.00,29031.00,32100.00,25957.00,49398.00,136486.00,28370.00,34328.00,26345.00,49670.00,138713.00,27581.00,35591.00,25112.00,47965.00,136249.00,28327.00,35546.00,25884.00,42123.00,131880.00,23987.00,32199.00,25780.00,41590.00,123556.00,28011.00,34445.00,25827.00,42761.00,131044.00,26816.00,31895.00,26871.00,44541.00,130123.00,26800.00,31482.00,27521.00,44055.00,129858.00
"Irrigated Palay","....Catanduanes",1537.00,869.00,2095.00,987.00,5488.00,1517.00,1013.00,2422.00,957.00,5909.00,2037.00,793.00,995.00,957.00,4782.00,1837.00,793.00,1400.00,962.00,4992.00,2990.00,327.00,1087.00,957.00,5361.00,2082.00,327.00,1633.00,1122.00,5164.00,1846.00,1019.00,1806.00,1340.00,6011.00,2025.00,840.00,1509.00,1261.00,5635.00,1939.00,930.00,1648.00,1241.00,5758.00,1425.00,799.00,828.00,1625.60,4677.60,1078.00,856.00,1071.00,889.46,3894.46,1481.00,735.22,1049.90,922.20,4188.32,1226.74,803.68,1084.51,816.40,3931.33,673.19,654.22,951.66,892.64,3171.71
"Irrigated Palay","....Masbate",4473.00,500.00,171.00,3100.00,8244.00,4300.00,1395.00,441.00,2600.00,8736.00,4564.00,2347.00,3522.00,2887.00,13320.00,3101.00,5387.00,3922.00,3086.00,15496.00,2987.00,5590.00,2609.00,4166.00,15352.00,3250.00,4152.00,1675.00,3379.00,12456.00,3113.00,3737.00,1414.00,3544.00,11808.00,3117.00,4493.00,1899.00,3285.00,12794.00,3145.00,4127.00,1663.00,3403.00,12338.00,3125.00,4090.00,1663.00,3411.00,12289.00,3129.00,4237.00,1742.00,3366.00,12474.00,3133.00,4232.00,1689.00,3393.00,12447.00,1892.00,4349.00,1818.00,2693.00,10752.00,2752.00,4281.00,1951.00,2731.00,11715.00
"Irrigated Palay","....Sorsogon",5816.00,6581.00,2540.00,9662.00,24599.00,3264.00,8286.00,4375.00,8273.00,24198.00,6569.00,6124.00,6168.00,6507.00,25368.00,5662.00,7028.00,2927.00,9442.00,25059.00,5674.00,7001.00,3050.00,9284.00,25009.00,3886.00,8799.00,3393.00,8846.00,24924.00,3625.00,9065.00,3318.00,9191.00,25199.00,3625.00,9035.00,1361.00,10832.00,24853.00,4212.00,8300.00,2114.00,10150.00,24776.00,4212.00,7905.00,2067.00,7172.00,21356.00,3159.00,9126.00,2412.00,9994.00,24691.00,3029.00,9507.00,2600.00,10100.00,25236.00,3248.00,9390.00,2125.00,9971.00,24734.00,3330.00,8790.00,2217.00,9822.43,24159.43
"Irrigated Palay","..REGION VI (WESTERN VISAYAS)",78304.00,19169.00,73089.00,103002.00,273564.00,96349.00,35369.00,105919.00,77131.00,314768.00,89281.00,28065.00,103680.00,84562.00,305588.00,87148.00,26005.00,91290.00,83744.00,288187.00,91093.00,25790.00,85539.00,93752.00,296174.00,92206.00,25457.00,80247.00,106823.00,304733.00,79406.00,21539.00,74885.00,96432.00,272262.00,93875.00,25213.00,96450.00,83293.00,298831.00,92603.00,26775.00,98324.00,82034.00,299736.00,90223.00,21055.00,73103.00,102526.00,286907.00,84250.00,23023.00,93346.00,92089.00,292708.00,85616.00,28140.00,100558.00,82927.00,297241.00,86838.00,25947.05,104760.00,81602.77,299147.82,88734.00,22959.00,93255.00,95796.00,300744.00
"Irrigated Palay","....Aklan",7368.00,825.00,935.00,7839.00,16967.00,6934.00,1764.00,6465.00,3010.00,18173.00,7146.00,1227.00,3469.00,6285.00,18127.00,6814.00,2401.00,3705.00,6540.00,19460.00,5490.00,1722.00,2740.00,6090.00,16042.00,5520.00,1247.00,730.00,7795.00,15292.00,6105.00,1686.00,2972.00,5513.00,16276.00,7670.00,2563.00,3804.00,6043.00,20080.00,7792.00,2284.00,4587.00,3946.00,18609.00,6773.00,1495.00,1486.00,6283.00,16037.00,7751.00,2150.00,4815.00,4872.00,19588.00,5153.00,2303.00,3629.00,6221.00,17306.00,6668.00,2461.18,4662.00,5832.77,19623.95,6696.00,2171.00,3067.00,5940.00,17874.00
"Irrigated Palay","....Antique",9463.00,2322.00,9008.00,13784.00,34577.00,14569.00,5269.00,13731.00,13613.00,47182.00,13000.00,5415.00,13879.00,13820.00,46114.00,13248.00,5128.00,13943.00,14543.00,46862.00,13508.00,4526.00,13326.00,15560.00,46920.00,13267.00,4631.00,12682.00,16514.00,47094.00,13061.00,3290.00,12608.00,15464.00,44423.00,13355.00,4080.00,12929.00,15155.00,45519.00,13646.00,4826.00,13726.00,15659.00,47857.00,14589.00,3901.00,11007.00,19257.00,48754.00,5581.00,3870.00,14114.00,11528.00,35093.00,11986.00,6152.00,14306.00,12149.00,44593.00,12115.00,5903.00,15630.00,11325.00,44973.00,12202.00,4452.00,10647.00,11220.00,38521.00
"Irrigated Palay","....Capiz",7035.00,4844.00,6912.00,10771.00,29562.00,6741.00,6530.00,7077.00,7654.00,28002.00,6772.00,5413.00,7209.00,8470.00,27864.00,8026.00,5510.00,7325.00,5095.00,25956.00,6494.00,6256.00,7409.00,8946.00,29105.00,6244.00,8028.00,7982.00,8960.00,31214.00,8665.00,6150.00,7730.00,7380.00,29925.00,8840.00,6860.00,8847.00,6470.00,31017.00,8842.00,7675.00,7993.00,7423.00,31933.00,8835.00,4390.00,5256.00,9850.00,28331.00,9230.00,5400.00,8550.00,7456.00,30636.00,9240.00,6260.00,9060.00,7364.00,31924.00,9210.00,4508.00,8470.00,6704.00,28892.00,9876.00,4648.00,6870.00,5000.00,26394.00
"Irrigated Palay","....Guimaras",954.00,198.00,1132.00,1108.00,3392.00,954.00,556.00,1652.00,1109.00,4271.00,1022.00,600.00,1660.00,1425.00,4707.00,771.00,136.00,1177.00,993.00,3077.00,1027.00,241.00,1039.00,1358.00,3665.00,810.00,90.00,589.00,1449.00,2938.00,580.00,8.00,765.00,1455.00,2808.00,747.00,130.00,810.00,1820.00,3507.00,921.00,70.00,1053.00,1273.00,3317.00,1239.00,110.00,408.00,1827.00,3584.00,1400.00,198.00,1460.00,1535.00,4593.00,1323.00,260.00,974.00,1725.00,4282.00,1380.00,279.88,1534.00,1439.00,4632.88,1330.00,350.00,1121.00,1821.00,4622.00
"Irrigated Palay","....Iloilo",35004.00,2000.00,23304.00,47000.00,107308.00,48000.00,12000.00,43107.00,30645.00,133752.00,41741.00,8860.00,43202.00,31212.00,125015.00,40459.00,5880.00,30700.00,33716.00,110755.00,46050.00,6240.00,26236.00,39046.00,117572.00,46975.00,4388.00,25744.00,46580.00,123687.00,37537.00,3305.00,17010.00,41720.00,99572.00,45853.00,3730.00,35690.00,28990.00,114263.00,43802.00,3820.00,36615.00,28573.00,112810.00,41437.00,3004.00,22146.00,38409.00,104996.00,43208.00,3685.00,31007.00,39886.00,117786.00,41219.00,5215.00,39339.00,28098.00,113871.00,41245.00,4235.00,41123.00,29142.00,115745.00,42500.00,2658.00,38145.00,44625.00,127928.00
"Irrigated Palay","....Negros Occidental",18480.00,8980.00,31798.00,22500.00,81758.00,19151.00,9250.00,33887.00,21100.00,83388.00,19600.00,6550.00,34261.00,23350.00,83761.00,17830.00,6950.00,34440.00,22857.00,82077.00,18524.00,6805.00,34789.00,22752.00,82870.00,19390.00,7073.00,32520.00,25525.00,84508.00,13458.00,7100.00,33800.00,24900.00,79258.00,17410.00,7850.00,34370.00,24815.00,84445.00,17600.00,8100.00,34350.00,25160.00,85210.00,17350.00,8155.00,32800.00,26900.00,85205.00,17080.00,7720.00,33400.00,26812.00,85012.00,16695.00,7950.00,33250.00,27370.00,85265.00,16220.00,8560.00,33341.00,27160.00,85281.00,16130.00,8680.00,33405.00,27190.00,85405.00
"Irrigated Palay","..REGION VII (CENTRAL VISAYAS)",16901.00,9852.00,4351.00,26361.00,57465.00,17010.00,10653.00,5818.00,26198.00,59679.00,16624.00,11639.00,5711.00,25785.00,59759.00,16410.00,12016.00,5652.00,26427.00,60505.00,16629.00,11445.00,5271.00,25876.00,59221.00,16613.00,11323.00,4636.00,26486.00,59058.00,17300.00,9527.00,4140.00,20790.00,51757.00,17662.00,12465.00,4601.00,26788.00,61516.00,20171.00,11818.00,4849.00,24492.00,61330.00,19219.00,10972.00,4191.00,17844.00,52226.00,17631.00,10629.00,4829.00,25344.00,58433.00,19744.00,11348.00,6070.00,24325.00,61487.00,17219.00,7555.92,6563.87,26067.00,57405.79,16929.00,12579.00,7458.00,25937.00,62903.00
"Irrigated Palay","....Bohol",11087.00,5993.00,954.00,17352.00,35386.00,11510.00,6115.00,1224.00,17979.00,36828.00,10913.00,7270.00,1089.00,17895.00,37167.00,11046.00,7402.00,1274.00,17870.00,37592.00,11160.00,7365.00,1188.00,18015.00,37728.00,11137.00,7245.00,1000.00,17823.00,37205.00,12308.00,5969.00,920.00,12232.00,31429.00,12433.00,7273.00,1045.00,17862.00,38613.00,14954.00,7333.00,1036.00,16023.00,39346.00,14193.00,7525.00,988.00,9720.00,32426.00,12978.00,6971.00,1343.00,16951.00,38243.00,14619.00,7337.00,2179.00,15371.00,39506.00,12479.00,4107.00,2769.00,17025.00,36380.00,11959.00,8915.00,3515.00,17236.00,41625.00
"Irrigated Palay","....Cebu",1645.00,462.00,352.00,1857.00,4316.00,1780.00,500.00,835.00,1635.00,4750.00,1623.00,560.00,950.00,1525.00,4658.00,1720.00,517.00,943.00,1574.00,4754.00,1688.00,433.00,869.00,1588.00,4578.00,1639.00,487.00,530.00,1533.00,4189.00,1520.00,401.00,430.00,1665.00,4016.00,1472.00,420.00,610.00,1545.00,4047.00,1514.00,450.00,550.00,1345.00,3859.00,1434.00,367.00,427.00,1290.00,3518.00,1017.00,493.00,404.00,1413.00,3327.00,1122.00,550.00,465.00,1284.00,3421.00,1181.00,503.92,538.47,1373.00,3596.39,1253.00,462.00,532.00,1376.00,3623.00
"Irrigated Palay","....Negros Oriental",3879.00,3315.00,2955.00,6870.00,17019.00,3434.00,3952.00,3625.00,6345.00,17356.00,3814.00,3711.00,3576.00,6167.00,17268.00,3488.00,3955.00,3347.00,6759.00,17549.00,3550.00,3563.00,3136.00,6066.00,16315.00,3586.00,3462.00,3030.00,6915.00,16993.00,3236.00,3121.00,2753.00,6710.00,15820.00,3515.00,4682.00,2880.00,7169.00,18246.00,3500.00,3845.00,3244.00,6913.00,17502.00,3502.00,2906.00,2774.00,6674.00,15856.00,3626.00,3000.00,3081.00,6760.00,16467.00,3886.00,3300.00,3264.00,7600.00,18050.00,3411.00,2778.00,3115.00,7444.00,16748.00,3622.00,3065.00,3270.00,7083.00,17040.00
"Irrigated Palay","....Siquijor",290.00,82.00,90.00,282.00,744.00,286.00,86.00,134.00,239.00,745.00,274.00,98.00,96.00,198.00,666.00,156.00,142.00,88.00,224.00,610.00,231.00,84.00,78.00,207.00,600.00,251.00,129.00,76.00,215.00,671.00,236.00,36.00,37.00,183.00,492.00,242.00,90.00,66.00,212.00,610.00,203.00,190.00,19.00,211.00,623.00,90.00,174.00,2.00,160.00,426.00,10.00,165.00,1.00,220.00,396.00,117.00,161.00,162.00,70.00,510.00,148.00,167.00,141.41,225.00,681.41,95.00,137.00,141.00,242.00,615.00
"Irrigated Palay","..REGION VIII (EASTERN VISAYAS)",31895.00,38489.00,18689.00,40181.00,129254.00,30398.00,38763.00,21598.00,43367.00,134126.00,30347.00,39012.00,21000.00,43488.00,133847.00,25096.00,44530.00,20172.00,39512.00,129310.00,24692.00,44833.00,20499.00,39704.00,129728.00,24802.00,43647.00,14792.00,43259.00,126500.00,31376.00,38494.00,14337.00,41054.00,125261.00,31549.00,38485.00,14753.00,40594.00,125381.00,30713.00,38700.00,14772.00,39281.00,123466.00,32249.00,37532.00,14369.00,37536.00,121686.00,29938.00,40313.00,14546.00,37374.00,122171.00,30086.21,30044.00,27340.12,34052.00,121522.32,30734.00,27051.93,25130.71,35733.71,118650.35,31352.00,26199.00,25338.00,35624.00,118513.00
"Irrigated Palay","....Biliran",2609.00,4442.00,2562.00,5059.00,14672.00,2639.00,4434.00,2548.00,5067.00,14688.00,2639.00,4434.00,2548.00,5067.00,14688.00,2639.00,4434.00,2548.00,5067.00,14688.00,2639.00,4434.00,2549.00,5067.00,14689.00,2639.00,4434.00,2549.00,5067.00,14689.00,2637.00,4434.00,2108.00,5500.00,14679.00,2651.00,4452.00,2002.00,5254.00,14359.00,429.00,4763.00,2130.00,5061.00,12383.00,1892.00,4275.00,1980.00,4144.00,12291.00,1652.00,4526.00,2042.00,4083.00,12303.00,1290.00,4608.00,1956.00,4438.00,12292.00,1538.00,4480.00,1709.00,4442.00,12169.00,1536.00,4488.00,1709.00,4430.00,12163.00
"Irrigated Palay","....Eastern Samar",511.00,793.00,990.00,975.00,3269.00,515.00,793.00,1206.00,2070.00,4584.00,517.00,970.00,1290.00,2068.00,4845.00,520.00,1000.00,1365.00,2068.00,4953.00,425.00,1095.00,1365.00,2118.00,5003.00,425.00,1095.00,1346.00,2085.00,4951.00,425.00,1095.00,1346.00,2136.00,5002.00,420.00,1095.00,1346.00,2136.00,4997.00,420.00,1095.00,1356.00,2009.00,4880.00,422.00,1125.00,1336.00,2015.00,4898.00,319.00,1215.00,1310.00,1989.00,4833.00,385.21,1154.00,1421.85,1696.00,4657.06,375.00,720.93,1421.85,1399.00,3916.78,375.00,714.00,1423.00,1404.00,3916.00
"Irrigated Palay","....Leyte",18845.00,29262.00,12012.00,23266.00,83385.00,17645.00,29122.00,14535.00,25533.00,86835.00,17585.00,29175.00,13868.00,25568.00,86196.00,17323.00,29469.00,12861.00,21578.00,81231.00,17144.00,29730.00,13054.00,21792.00,81720.00,17223.00,28546.00,7438.00,25708.00,78915.00,23480.00,23580.00,7456.00,23026.00,77542.00,23421.00,23780.00,7997.00,23006.00,78204.00,23965.00,23880.00,7996.00,23915.00,79756.00,23999.00,23515.00,8010.00,23306.00,78830.00,22713.00,23600.00,8015.00,23295.00,77623.00,22693.00,15207.00,20706.27,20073.00,78679.27,24590.00,14330.00,18988.00,21318.00,79226.00,24531.00,14360.00,18978.00,21316.00,79185.00
"Irrigated Palay","....Northern Samar",1505.00,433.00,266.00,2302.00,4506.00,1505.00,439.00,274.00,2102.00,4320.00,1155.00,435.00,279.00,2160.00,4029.00,1388.00,451.00,307.00,2171.00,4317.00,1388.00,455.00,317.00,2178.00,4338.00,1393.00,455.00,301.00,2178.00,4327.00,1382.00,465.00,296.00,2307.00,4450.00,1310.00,465.00,340.00,2357.00,4472.00,2060.00,433.00,338.00,345.00,3176.00,2048.00,418.00,325.00,440.00,3231.00,1385.00,2068.00,346.00,441.00,4240.00,1549.00,350.00,395.00,426.00,2720.00,1545.00,360.00,395.00,424.71,2724.71,1547.00,336.00,394.00,423.00,2700.00
"Irrigated Palay","....Samar",1125.00,699.00,1459.00,1459.00,4742.00,1343.00,748.00,1535.00,1475.00,5101.00,1371.00,748.00,1540.00,1475.00,5134.00,1336.00,743.00,1540.00,1463.00,5082.00,1226.00,743.00,1540.00,1465.00,4974.00,1222.00,743.00,1540.00,1116.00,4621.00,1210.00,743.00,1540.00,1120.00,4613.00,1212.00,743.00,1480.00,1118.00,4553.00,1202.00,745.00,1335.00,1314.00,4596.00,1220.00,752.00,1317.00,1416.00,4705.00,1209.00,1536.00,1335.00,1446.00,5526.00,1509.00,1515.00,1323.00,1370.00,5717.00,1312.00,1268.00,1323.00,2092.00,5995.00,1312.00,1268.00,1323.00,2101.00,6004.00
"Irrigated Palay","....Southern Leyte",7300.00,2860.00,1400.00,7120.00,18680.00,6751.00,3227.00,1500.00,7120.00,18598.00,7080.00,3250.00,1475.00,7150.00,18955.00,1890.00,8433.00,1551.00,7165.00,19039.00,1870.00,8376.00,1674.00,7084.00,19004.00,1900.00,8374.00,1618.00,7105.00,18997.00,2242.00,8177.00,1591.00,6965.00,18975.00,2535.00,7950.00,1588.00,6723.00,18796.00,2637.00,7784.00,1617.00,6637.00,18675.00,2668.00,7447.00,1401.00,6215.00,17731.00,2660.00,7368.00,1498.00,6120.00,17646.00,2660.00,7210.00,1538.00,6049.00,17457.00,1374.00,5893.00,1293.86,6058.00,14618.86,2051.00,5033.00,1511.00,5950.00,14545.00
"Irrigated Palay","..REGION IX (ZAMBOANGA PENINSULA)",25513.00,14065.00,26191.00,23593.00,89362.00,29383.00,14240.00,33269.00,16820.00,93712.00,28889.00,13530.00,30553.00,18191.00,91163.00,29703.00,14166.00,31975.00,18932.00,94776.00,30497.00,12243.00,30905.00,20919.00,94564.00,30207.00,12830.00,24834.00,26680.00,94551.00,26658.00,13767.00,29227.00,21045.00,90697.00,30920.00,15897.00,31316.00,22245.00,100378.00,30875.00,14541.00,30037.97,23668.95,99122.92,30405.50,15360.00,29135.02,23138.91,98039.44,25278.00,14476.45,30171.00,19232.95,89158.40,30946.00,14778.20,29745.28,18592.04,94061.53,27223.00,14972.53,33616.80,19320.22,95132.55,32770.49,18166.38,33998.02,18173.20,103108.09
"Irrigated Palay","....Zamboanga del Norte",6546.00,100.00,3050.00,3540.00,13236.00,3990.00,2927.00,4634.00,2449.00,14000.00,5828.00,860.00,4512.00,2745.00,13945.00,6500.00,2200.00,4655.00,2743.00,16098.00,6458.00,883.00,4874.00,2662.00,14877.00,6665.00,1122.00,138.00,6515.00,14440.00,4752.00,1200.00,530.00,5288.00,11770.00,4837.00,1794.00,2863.00,5776.00,15270.00,5522.00,1369.00,3615.00,5024.00,15530.00,4785.00,1360.00,3239.00,5287.00,14671.00,4916.00,1229.00,2800.00,5726.00,14671.00,5053.00,1293.72,3150.28,7009.51,16506.51,4927.00,1210.53,3322.00,6769.75,16229.28,4999.66,1029.38,3286.02,6502.38,15817.44
"Irrigated Palay","....Zamboanga del Sur",12804.00,11418.00,17448.00,14349.00,56019.00,17616.00,8953.00,20657.00,10496.00,57722.00,14696.00,10007.00,18744.00,11510.00,54957.00,14860.00,10040.00,18774.00,12651.00,56325.00,15415.00,9500.00,19154.00,13405.00,57474.00,14807.00,10069.00,19794.00,12652.00,57322.00,14418.00,10953.00,22200.00,8661.00,56232.00,18600.00,12174.00,19801.00,11146.00,61721.00,17798.00,10459.00,18057.97,12315.81,58630.78,18584.00,11195.00,18909.52,10954.17,59642.70,12939.00,10643.95,20311.00,6653.95,50547.90,19950.00,11730.48,19831.00,6628.53,58140.02,16625.00,12017.00,23249.80,7315.47,59207.27,20459.83,15382.00,23684.00,6518.66,66044.49
"Irrigated Palay","....Zamboanga Sibugay",4651.00,2329.00,4214.00,4648.00,15842.00,6229.00,1690.00,6616.00,2800.00,17335.00,6700.00,1835.00,5848.00,2855.00,17238.00,6778.00,1020.00,7094.00,2680.00,17572.00,7117.00,1225.00,5244.00,3865.00,17451.00,7250.00,1067.00,3031.00,6267.00,17615.00,6078.00,1104.00,4776.00,5643.00,17601.00,6058.00,1133.00,6948.00,4304.00,18443.00,5905.00,1776.00,6600.00,5290.14,19571.14,5580.00,1687.00,6804.00,4918.00,18989.00,5714.00,1766.00,6794.00,4879.00,19153.00,5943.00,1754.00,6764.00,4954.00,19415.00,5671.00,1745.00,7045.00,5235.00,19696.00,7311.00,1755.00,7028.00,5152.16,21246.16
"Irrigated Palay","....Zamboanga City",1512.00,218.00,1479.00,1056.00,4265.00,1548.00,670.00,1362.00,1075.00,4655.00,1665.00,828.00,1449.00,1081.00,5023.00,1565.00,906.00,1452.00,858.00,4781.00,1507.00,635.00,1633.00,987.00,4762.00,1485.00,572.00,1871.00,1246.00,5174.00,1410.00,510.00,1721.00,1453.00,5094.00,1425.00,796.00,1704.00,1019.00,4944.00,1650.00,937.00,1765.00,1039.00,5391.00,1456.50,1118.00,182.50,1979.74,4736.74,1709.00,837.50,266.00,1974.00,4786.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Irrigated Palay","..REGION X (NORTHERN MINDANAO)",26982.00,29632.00,26741.00,43650.00,127005.00,33191.00,30081.00,27490.00,41508.00,132270.00,32904.00,31963.00,28094.00,42142.00,135103.00,33608.00,32214.00,32766.00,40082.00,138670.00,37680.00,29442.00,33520.00,39799.00,140441.00,37994.00,28129.00,32109.00,44518.00,142750.00,36902.00,24860.00,38002.00,41915.00,141679.00,38649.00,28734.00,33175.00,42362.00,142920.00,39139.00,27312.00,33488.00,43544.00,143483.00,38215.00,28178.00,33426.00,43223.00,143042.00,36164.00,30516.00,39346.00,38627.00,144653.00,38311.00,28203.00,40016.00,37542.00,144072.00,39166.07,28933.58,41804.00,40309.08,150212.73,39705.00,28642.00,41084.00,40379.00,149810.00
