Crop,Geolocation,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual
Coconut (w/ husk),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),316027.63,301053.05,617080.68,357469.14,352749.16,710218.3,1327298.98,321135.25,305708.44,626843.7,364032.11,365305.78,729337.88,1356181.58,335766.44,308372.82,644139.26,368426.13,380602.53,749028.66,1393167.92,333182.8,295830.48,629013.28,373116.52,374415.4,747531.92,1376545.21,309540.53,281752.62,591293.15,360197.66,372578.1,732775.76,1324068.91,311026.39,287804.93,598831.32,353202.69,386591.15,739793.84,1338625.16,310090.71,284598.7,594689.41,350454.67,386660.89,737115.56,1331804.97,310511.36,287898.29,598409.65,350441.62,399122.13,749563.75,1347973.4,318879.95,289818.43,608698.38,352099.99,401633.51,753733.5,1362431.88,322880.67,292123.95,615004.62,355572.93,402222.89,757795.82,1372800.44,321619.91,283731.17,605351.08,355916.4,403714.75,759631.15,1364982.22
Coconut Mature,PHILIPPINES,3495106.79,3517432.32,7012539.12,4077913.33,3926833.75,8004747.08,15017286.2,3253712.93,3353520.98,6607233.91,3864424.09,3896935.72,7761359.82,14368593.72,3269446.56,3344517.93,6613964.49,3895848.75,3891267.63,7787116.38,14401080.87,3118481.7,3105445.76,6223927.46,3599155.36,3662430.87,7261586.23,13485513.69,2987666.26,3122630.66,6110296.92,3741924.68,3834414.19,7576338.87,13686635.8,3216923.87,3250790.75,6467714.63,3930523.0,3954103.0,7884626.0,14352340.63,3216194.33,3226544.1,6442738.43,3957577.12,3974520.04,7932097.16,14374835.6,3074815.87,3166330.54,6241146.41,3897808.58,3957818.98,7855627.56,14096773.96,3050782.3,3195976.84,6246759.14,3974567.94,4099874.75,8074442.69,14321201.83,3116932.83,3262783.79,6379716.62,4016186.92,4136614.24,8152801.16,14532517.78,3160829.35,3302261.86,6463091.22,3951409.9,4051884.41,8003294.31,14466385.53
Coconut Mature,..CORDILLERA ADMINISTRATIVE REGION (CAR),144.13,213.82,357.95,142.7,242.76,385.46,743.41,142.12,208.58,350.71,139.5,295.27,434.77,785.48,145.08,197.59,342.67,129.62,284.2,413.82,756.48,142.04,195.32,337.36,118.49,188.55,307.04,644.4,133.24,186.07,319.31,114.07,180.97,295.04,614.35,140.35,190.73,331.08,112.38,116.95,229.33,560.41,127.04,184.05,311.08,113.46,128.08,241.54,552.62,145.27,188.38,333.65,130.39,140.78,271.17,604.82,150.94,178.12,329.06,134.99,149.16,284.15,613.21,138.57,194.77,333.34,130.44,138.33,268.77,602.11,140.37,190.7,331.07,112.32,139.24,251.56,582.63
Coconut Mature,..REGION I (ILOCOS REGION),2588.55,2630.12,5218.67,2576.22,3082.37,5658.59,10877.27,2614.44,2722.7,5337.14,2464.02,3185.39,5649.41,10986.56,2505.37,2679.87,5185.24,2580.54,2916.17,5496.72,10681.96,2562.46,2670.96,5233.42,2542.81,2975.0,5517.81,10751.23,2510.84,2836.79,5347.63,2845.81,3288.01,6133.82,11481.45,2493.92,2943.44,5437.36,2635.83,3097.23,5733.07,11170.42,2570.07,2824.85,5394.92,2637.59,3210.28,5847.87,11242.79,2587.71,2941.73,5529.44,2761.25,3487.72,6248.97,11778.41,2544.86,3023.92,5568.78,2912.42,3240.57,6152.99,11721.76,2567.39,3157.66,5725.05,3125.42,3475.41,6600.82,12325.87,2471.75,3069.73,5541.48,3081.15,3971.91,7053.06,12594.53
Coconut Mature,..REGION II (CAGAYAN VALLEY),7649.25,7062.53,14711.78,5835.88,6353.27,12189.15,26900.93,6715.98,6733.54,13449.52,6151.27,6860.23,13011.5,26461.02,7286.61,7147.15,14433.76,6519.39,7007.36,13526.75,27960.51,6237.29,7048.98,13286.27,6533.48,7887.67,14421.15,27707.41,5226.61,6351.71,11578.32,5301.49,9137.56,14439.05,26017.37,5876.92,6355.46,12232.38,5054.26,7692.44,12746.7,24979.08,5211.99,5881.29,11093.28,4892.9,7351.02,12243.92,23337.2,5651.29,4446.03,10097.32,5832.31,8452.04,14284.35,24381.67,5786.29,5876.95,11663.24,6424.7,8795.85,15220.55,26883.79,5566.16,6330.26,11896.42,6542.31,8934.46,15476.77,27373.19,5788.92,7188.27,12977.19,6680.64,9033.1,15713.74,28690.93
Coconut Mature,..REGION III (CENTRAL LUZON),26892.96,42073.46,68966.42,24019.32,40040.61,64059.93,133026.35,23890.41,36250.0,60140.41,27455.84,47552.9,75008.74,135149.15,25938.52,36520.76,62459.28,30606.07,24668.18,55274.25,117733.53,9086.38,12674.79,21761.17,21140.73,19037.56,40178.29,61939.46,7089.4,11311.83,18401.23,21758.08,26665.09,48423.17,66824.4,8739.33,11458.43,20197.76,23456.73,21809.9,45266.63,65464.39,9235.53,15984.36,25219.89,24385.5,23504.41,47889.92,73109.81,9472.34,14401.22,23873.56,22624.95,21028.44,43653.39,67526.95,5956.57,12819.75,18776.32,21869.56,23901.1,45770.66,64546.98,6095.98,13233.94,19329.92,20597.1,22975.03,43572.14,62902.06,4962.4,12917.08,17879.48,26697.61,15324.79,42022.4,59901.88
Coconut Mature,..REGION IV-A (CALABARZON),265340.95,281081.81,546422.76,487772.13,373640.12,861412.25,1407835.01,252111.35,259495.41,511606.76,505894.14,340074.2,845968.34,1357575.1,235428.05,246566.3,481994.35,509689.86,366445.1,876134.97,1358129.32,272290.47,325479.34,597769.81,519136.45,377743.02,896879.47,1494649.29,256294.45,325547.14,581841.59,570727.54,370848.98,941576.52,1523418.1,295028.25,335555.24,630583.49,642025.95,379537.03,1021562.98,1652146.47,291611.78,331619.98,623231.76,620209.16,366901.78,987110.94,1610342.7,196183.36,313918.16,510101.51,605586.04,346466.67,952052.71,1462154.22,189524.94,311134.63,500659.57,622421.76,354318.69,976740.45,1477400.02,191417.81,318819.53,510237.34,637282.25,346986.19,984268.44,1494505.78,196692.1,315690.05,512382.15,649672.91,348644.54,998317.45,1510699.6
Coconut Mature,..MIMAROPA REGION,111311.82,156793.31,268105.13,130668.45,372108.5,502776.95,770882.08,105214.68,159652.45,264867.13,129804.81,404136.03,533940.84,798807.97,111280.55,169256.96,280537.51,138767.88,390373.96,529141.84,809679.35,99189.46,152342.46,251531.92,126979.41,371791.44,498770.85,750302.77,101229.79,162100.81,263330.6,127792.46,372606.35,500398.81,763729.41,102487.31,170258.34,272745.65,131048.6,377787.77,508836.37,781582.02,106098.47,162049.86,268148.33,133766.38,379887.16,513653.54,781801.87,94638.05,160756.83,255394.88,122312.46,372930.19,495242.65,750637.53,99145.32,161515.52,260660.84,134627.71,397804.4,532432.11,793092.95,109580.5,182351.35,291931.85,166878.54,435736.73,602615.27,894547.12,112787.12,189772.86,302559.98,111545.32,370812.92,482358.23,784918.21
Coconut Mature,..REGION V (BICOL REGION),285734.99,219860.58,505595.57,388501.82,348066.91,736568.73,1242164.3,278978.76,224009.78,502988.54,303117.34,305790.64,608907.98,1111896.52,255242.91,219218.04,474460.95,314878.72,304176.97,619055.69,1093516.64,236158.53,206621.55,442780.08,313851.54,312240.83,626092.37,1068872.45,226609.31,212137.69,438747.0,305458.61,320589.25,626047.85,1064794.85,270056.11,212358.4,482414.51,350324.23,341542.54,691866.77,1174281.28,266593.22,222131.07,488724.29,384392.94,359746.22,744139.16,1232863.45,230304.84,204315.74,434620.58,365224.99,338166.54,703391.53,1138012.11,181842.95,190888.63,372731.58,341592.02,385668.01,727260.03,1099991.61,238126.45,229093.32,467219.77,384446.03,398379.73,782825.76,1250045.53,214827.6,237464.73,452292.33,355186.91,366982.57,722169.48,1174461.81
Coconut Mature,..REGION VI (WESTERN VISAYAS),119747.99,117157.42,236905.41,115858.54,95447.67,211306.21,448211.63,87643.63,80798.64,168442.27,84692.82,92024.53,176717.34,345159.61,91631.04,94341.38,185972.41,91357.82,110785.77,202143.59,388116.01,98654.26,96343.65,194997.91,96956.13,111014.04,207970.17,402968.08,105280.95,103033.78,208314.73,103561.41,117767.26,221328.67,429643.4,108183.32,108175.33,216358.65,108870.3,123033.64,231903.93,448262.58,109932.97,113090.36,223023.33,115107.48,132070.19,247177.67,470201.0,113469.69,115195.44,228665.13,118458.06,131002.05,249460.11,478125.24,124331.01,121053.09,245384.1,126355.33,138020.37,264375.7,509759.8,127971.65,127748.35,255720.0,136379.92,137166.59,273546.51,529266.51,131901.05,129813.75,261714.8,131670.41,138752.53,270422.94,532137.74
Coconut Mature,..REGION VII (CENTRAL VISAYAS),88967.19,122571.4,211538.59,108558.29,126558.39,235116.68,446655.27,88977.46,115574.23,204551.69,106465.26,124035.69,230500.95,435052.64,83037.34,110271.06,193308.4,101822.48,122109.61,223932.09,417240.49,80984.07,97935.1,178919.17,94647.42,104978.68,199626.1,378545.27,82104.66,95901.64,178006.3,98350.29,113112.99,211463.28,389469.58,82643.19,96039.02,178682.21,105116.77,116340.26,221457.03,400139.24,82533.34,90533.43,173066.77,92601.89,108984.34,201586.23,374653.0,73100.94,79185.65,152286.59,85083.23,102770.98,187854.21,340140.8,74646.81,84692.83,159339.64,95169.61,105308.54,200478.15,359817.79,36635.17,59857.39,96492.56,64672.81,99352.68,164025.49,260518.05,62377.7,84120.17,146497.87,93090.87,124063.95,217154.81,363652.68
Coconut Mature,..REGION VIII (EASTERN VISAYAS),391466.72,367742.08,759208.8,556389.69,290746.81,847136.5,1606345.3,246723.99,281309.21,528033.2,379247.9,274615.23,653863.13,1181896.33,240602.7,270909.23,511511.93,368053.7,276241.57,644295.27,1155807.2,218429.3,229493.4,447922.7,340247.44,274542.72,614790.16,1062712.86,219728.6,232688.66,452417.26,346626.61,278201.92,624828.53,1077245.79,215808.0,237516.17,453324.17,354926.23,277347.0,632273.23,1085597.4,223657.39,240292.82,463950.21,352772.61,295966.6,648739.21,1112689.42,221410.13,226294.75,447704.88,338918.53,302113.38,641031.91,1088736.78,215753.59,231777.97,447531.55,348977.03,307887.88,656864.9,1104396.46,217131.41,242833.02,459964.42,339579.7,303464.25,643043.96,1103008.38,237905.52,258368.95,496274.47,346714.28,332687.35,679401.63,1175676.11
Coconut Mature,..REGION IX (ZAMBOANGA PENINSULA),428677.24,422905.01,851582.25,403894.62,403457.96,807352.57,1658934.82,394409.05,382987.0,777396.05,405305.16,393975.01,799280.17,1576676.22,400478.83,400564.48,801043.31,396608.51,404868.68,801477.19,1602520.49,389312.53,359007.39,748319.92,340422.66,365886.72,706309.38,1454629.3,420623.58,414822.37,835445.95,398110.07,397142.91,795252.98,1630698.92,446810.2,410112.42,856922.62,428019.11,417625.23,845644.34,1702566.96,430269.96,408310.3,838580.26,425944.5,412835.26,838779.76,1677360.02,422156.71,395387.35,817544.07,435575.39,422198.69,857774.08,1675318.15,426641.37,400242.3,826883.67,462184.33,440761.25,902945.58,1729829.25,456125.06,401460.0,857585.06,456587.76,456920.26,913508.02,1771093.08,461350.5,418492.96,879843.46,447185.76,438912.94,886098.7,1765942.16
Coconut Mature,..REGION X (NORTHERN MINDANAO),409838.15,435605.15,845443.3,489516.92,474103.43,963620.35,1809063.65,418388.11,439293.84,857681.94,494948.96,477864.19,972813.15,1830495.09,428396.71,440342.08,868738.78,498014.71,476953.6,974968.3,1843707.09,420099.1,414057.87,834156.97,490213.3,470348.63,960561.93,1794718.9,412675.3,411385.23,824060.53,495057.02,479901.76,974958.78,1799019.31,421109.84,422174.34,843284.18,500066.98,488216.35,988283.33,1831567.51,425031.41,420685.72,845717.14,499715.47,483386.71,983102.18,1828819.31,437759.08,434824.27,872583.35,492209.13,486705.51,978914.63,1851497.99,430330.22,435549.03,865879.25,494375.39,497182.1,991557.49,1857436.74,434731.22,439972.85,874704.07,493305.13,496387.04,989692.17,1864396.24,440457.27,451004.82,891462.09,495352.82,493747.41,989100.23,1880562.32
Coconut Mature,..REGION XI (DAVAO REGION),599040.95,568627.75,1167668.7,533962.38,569248.52,1103210.9,2270879.6,581781.66,591067.41,1172849.08,579941.31,574259.42,1154200.74,2327049.81,595326.15,571903.74,1167229.89,555906.05,515753.64,1071659.69,2238889.58,487074.25,475727.66,962801.92,470918.89,453210.87,924129.76,1886931.67,448021.0,464794.24,912815.24,456958.73,510507.61,967466.34,1880281.58,476699.82,471959.83,948659.65,462123.74,514866.68,976990.42,1925650.07,476643.9,451426.78,928070.68,465583.57,531185.83,996769.4,1924840.08,485687.21,450820.71,936507.92,480093.32,538887.71,1018981.04,1955488.96,496014.93,453190.53,949205.46,477910.43,548775.17,1026685.59,1975891.05,502254.43,457809.4,960063.83,481832.96,563236.35,1045069.31,2005133.14,485518.38,458775.35,944293.72,474561.87,550000.8,1024562.67,1968856.39
Coconut Mature,..REGION XII (SOCCSKSARGEN),255255.25,260287.41,515542.66,259149.36,258755.2,517904.56,1033447.23,260333.51,266321.6,526655.11,266469.23,270655.69,537124.92,1063780.02,279909.41,271789.46,551698.87,302872.88,297113.68,599986.56,1151685.43,278068.4,252470.27,530538.67,212618.78,208085.6,420704.38,951243.05,202576.19,212138.54,414714.74,254737.38,260950.1,515687.48,930402.22,283718.56,288369.86,572088.42,268399.85,287681.08,556080.93,1128169.35,291224.07,287614.32,578838.39,291369.27,282527.25,573896.52,1152734.9,288335.37,290135.46,578470.83,288271.7,287878.95,576150.65,1154621.48,295794.11,305642.29,601436.4,303070.55,300573.94,603644.49,1205080.89,304760.02,308950.34,613710.36,302295.79,305427.31,607723.1,1221433.46,316314.42,301162.08,617476.5,295997.29,301284.16,597281.45,1214757.95
Coconut Mature,..REGION XIII (CARAGA),188793.28,213471.71,402264.99,215804.76,214965.42,430770.18,833035.17,187151.31,203218.5,390369.81,210201.23,218974.98,429176.21,819546.02,178978.01,198876.09,377854.1,211246.41,213511.85,424758.26,802612.36,189275.81,182348.04,371623.85,191185.17,210400.12,401585.29,773209.14,190281.36,190139.52,380420.88,195827.11,202805.01,398632.12,779053.0,188017.04,194322.83,382339.86,196747.6,212793.95,409541.55,791881.41,187316.1,194228.73,381544.82,195311.03,202120.2,397431.23,778976.05,185515.11,190742.53,376257.64,186059.2,198636.86,384696.06,760953.7,185618.94,193783.19,379402.13,186279.68,188120.67,374400.35,753802.48,163107.33,183861.71,346969.04,168824.16,158143.44,326967.6,673936.64,167945.4,155604.3,323549.7,159894.76,156312.03,316206.78,639756.48
Coconut Mature,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),313657.38,299348.75,613006.13,355262.24,350015.81,705278.05,1318284.18,318636.46,303878.09,622514.56,362125.3,362636.33,724761.63,1347276.19,333259.28,303933.76,637193.04,366794.12,378057.29,744851.41,1382044.45,330917.35,291028.98,621946.33,371642.65,372099.43,743742.08,1365688.42,307280.98,277254.64,584535.62,358698.02,370708.42,729406.44,1313942.07,309111.7,283000.93,592112.63,351594.45,384614.95,736209.4,1328322.03,308137.09,279686.2,587823.29,348773.38,384714.7,733488.08,1321311.37,308398.76,282776.3,591175.06,348667.63,396952.47,745620.1,1336795.16,316699.45,284608.11,601307.56,350262.44,399367.06,749629.5,1350937.06,320723.69,287109.9,607833.59,353706.6,399890.44,753597.04,1361430.63,319388.86,278626.07,598014.93,353965.0,401214.17,755179.17,1353194.1
Coconut Young,PHILIPPINES,85330.07,82729.76,168059.83,84062.2,84925.96,168988.16,337047.99,84083.59,79993.46,164077.05,76653.68,86973.9,163627.58,327704.63,84416.6,83381.9,167798.5,84664.86,81644.75,166309.62,334108.12,79574.06,79470.95,159045.01,88770.2,91751.18,180521.38,339566.39,86124.61,84463.12,170587.73,96571.55,95335.99,191907.54,362495.27,88624.07,88819.22,177443.29,100732.88,95648.63,196381.51,373824.81,92219.31,97588.79,189808.1,102124.13,98289.23,200413.36,390221.46,92560.33,97353.08,189913.4,104505.41,99729.91,204235.32,394148.72,91080.95,96063.43,187144.38,106001.12,102946.57,208947.7,396092.08,87682.83,96510.48,184193.31,106989.32,107457.88,214447.21,398640.51,95760.09,107525.7,203285.79,111382.73,111574.35,222957.08,426242.87
Coconut Young,..CORDILLERA ADMINISTRATIVE REGION (CAR),64.11,133.32,197.43,64.19,73.75,137.94,335.37,80.93,154.27,235.2,73.97,78.32,152.29,387.49,92.02,166.17,258.2,69.27,81.12,150.39,408.58,98.57,169.52,268.09,77.7,47.2,124.9,392.99,89.05,152.68,241.73,69.3,56.03,125.33,367.06,99.54,162.66,262.19,69.81,49.83,119.64,381.84,92.36,138.45,230.81,75.68,53.44,129.12,359.93,113.12,149.87,262.99,95.09,61.23,156.32,419.32,115.45,164.81,280.26,102.72,68.45,171.17,451.43,134.91,176.39,311.3,121.62,98.55,220.17,531.47,126.17,167.42,293.59,126.23,145.85,272.08,565.67
Coconut Young,..REGION I (ILOCOS REGION),8045.64,3965.2,12010.84,7710.98,9883.23,17594.21,29605.05,8212.38,4257.62,12470.0,7290.89,10230.26,17521.15,29991.15,7714.04,4223.31,11937.36,7463.01,9381.57,16844.58,28781.94,7606.12,4511.77,12117.89,7476.39,9812.62,17289.01,29406.9,7505.63,5000.64,12506.27,8649.85,10987.23,19637.08,32143.35,7260.89,5579.19,12840.08,8111.84,10359.53,18471.37,31311.45,7460.1,5407.7,12867.8,7940.99,10569.77,18510.76,31378.56,7469.36,5400.93,12870.29,8229.19,11134.53,19363.72,32234.01,7827.24,5528.4,13355.64,8620.4,10631.12,19251.52,32607.16,8340.84,5727.37,14068.21,9399.51,11433.31,20832.82,34901.03,8108.05,5816.35,13924.4,8783.42,13157.5,21940.92,35865.32
Coconut Young,..REGION II (CAGAYAN VALLEY),10177.65,11537.51,21715.16,12365.62,10578.99,22944.61,44659.77,12082.58,11942.0,24024.58,12845.36,11041.22,23886.58,47911.16,11991.51,12525.7,24517.21,13392.54,11247.89,24640.43,49157.64,11451.64,12837.72,24289.36,13673.52,11507.03,25180.56,49469.92,10439.41,11282.12,21721.53,13539.04,12516.63,26055.67,47777.2,11413.68,12072.65,23486.33,14351.09,11038.73,25389.82,48876.15,10604.48,12432.99,23037.47,14543.41,11715.9,26259.3,49296.77,11658.6,12771.47,24430.06,16549.76,13355.03,29904.79,54334.85,11754.96,13316.94,25071.9,16727.1,13980.79,30707.89,55779.79,11875.44,13745.05,25620.49,16932.46,14189.09,31121.55,56742.04,12866.02,14245.31,27111.33,17055.22,14517.19,31572.41,58683.74
Coconut Young,..REGION III (CENTRAL LUZON),11113.74,20353.78,31467.52,3744.77,11121.58,14866.35,46333.87,10497.66,22668.36,33166.02,5666.1,15193.17,20859.27,54025.29,11452.06,23521.98,34974.04,7766.54,7263.7,15030.24,50004.28,4588.6,13336.0,17924.6,14763.13,6127.46,20890.59,38815.19,3978.78,12183.94,16162.72,15216.26,8320.22,23536.48,39699.2,4791.76,12334.21,17125.97,18431.68,7049.57,25481.25,42607.22,4488.56,16669.34,21157.9,16994.52,7138.91,24133.43,45291.33,4395.08,15869.98,20265.06,17124.28,6923.26,24047.54,44312.6,2877.84,11676.99,14554.83,14186.28,7568.17,21754.45,36309.28,3974.89,12268.4,16243.29,14041.35,8291.23,22332.58,38575.87,3656.1,15201.28,18857.38,8229.82,5814.79,14044.61,32901.99
Coconut Young,..REGION IV-A (CALABARZON),11157.33,4552.2,15709.53,6712.27,4546.92,11259.19,26968.72,10148.89,3907.53,14056.42,5284.03,3575.44,8859.47,22915.89,8549.15,2829.9,11379.05,4767.88,5021.55,9789.43,21168.48,9674.0,3256.54,12930.54,4551.42,5282.73,9834.15,22764.69,11698.79,3785.58,15484.37,4936.89,5468.66,10405.55,25889.91,11748.91,3927.62,15676.53,5625.05,6331.28,11956.33,27632.86,14174.57,5821.96,19996.53,5876.68,7262.84,13139.52,33136.06,12817.96,5366.65,18184.61,6155.5,6572.32,12727.82,30912.42,12174.45,5551.72,17726.17,7860.31,6595.75,14456.06,32182.23,12460.82,6489.61,18950.43,8652.03,6789.61,15441.64,34392.07,12027.72,6605.76,18633.48,8932.98,8178.09,17111.07,35744.55
Coconut Young,..MIMAROPA REGION,1997.11,1459.21,3456.32,1866.76,2929.38,4796.14,8252.46,1921.39,1460.75,3382.14,1838.58,2900.28,4738.86,8121.0,1961.18,1500.84,3462.02,2024.0,2980.75,5004.75,8466.77,1874.58,1494.66,3369.24,1999.4,3077.04,5076.44,8445.68,1934.21,1529.97,3464.18,2087.89,3197.06,5284.95,8749.13,2126.78,1549.69,3676.47,2125.04,3294.18,5419.22,9095.69,2202.51,1686.82,3889.33,2217.99,3211.54,5429.53,9318.86,2146.27,1640.63,3786.9,1891.18,3053.32,4944.5,8731.4,2444.54,2001.51,4446.05,2170.25,3648.1,5818.35,10264.4,2645.72,2222.82,4868.54,2089.13,4417.73,6506.86,11375.4,2815.4,2811.5,5626.9,2073.8,4242.57,6316.37,11943.27
Coconut Young,..REGION V (BICOL REGION),4452.34,2276.27,6728.61,4942.79,1671.78,6614.57,13343.18,4390.36,2343.21,6733.57,4239.66,1541.75,5781.41,12514.98,4014.49,2277.25,6291.74,4451.15,1483.86,5935.01,12226.75,3871.4,2300.27,6171.67,4495.87,1571.8,6067.67,12239.34,3408.95,2197.94,5606.89,4442.27,1413.28,5855.55,11462.44,4102.88,2289.41,6392.29,4863.07,1426.93,6290.0,12682.29,4206.07,2476.12,6682.19,5388.05,1544.9,6932.95,13615.14,3804.91,2100.99,5905.9,5302.08,1637.31,6939.39,12845.29,3068.08,1552.48,4620.56,4792.36,1795.54,6587.9,11208.46,2974.22,1929.31,4903.53,5175.34,1608.96,6784.3,11687.83,2686.54,1999.62,4686.16,4045.49,1494.09,5539.58,10225.74
Coconut Young,..REGION VI (WESTERN VISAYAS),4176.5,6036.89,10213.39,7089.15,5138.55,12227.7,22441.09,3496.07,3400.42,6896.49,3650.68,4119.15,7769.83,14666.32,4529.58,4309.04,8838.62,9469.75,4463.48,13933.23,22771.86,4723.97,9143.04,13867.01,9042.77,9179.33,18222.09,32089.1,8042.61,11311.53,19354.13,9340.27,9333.54,18673.81,38027.94,8876.39,11877.98,20754.37,9319.59,9917.73,19237.32,39991.68,8990.08,13228.81,22218.9,10408.75,10568.46,20977.21,43196.11,8915.25,13952.82,22868.07,10861.61,9732.0,20593.61,43461.68,9178.87,14337.78,23516.65,11008.24,10399.45,21407.69,44924.34,9393.08,14703.95,24097.03,11769.07,11278.67,23047.74,47144.76,10377.33,16069.16,26446.49,10387.01,10787.27,21174.28,47620.77
Coconut Young,..REGION VII (CENTRAL VISAYAS),3349.34,3244.38,6593.72,3428.79,2314.74,5743.53,12337.25,3525.0,3283.91,6808.91,3675.42,2573.91,6249.33,13058.24,3754.73,3896.47,7651.2,4030.93,3120.17,7151.1,14802.3,4086.86,3803.81,7890.67,4545.74,12776.05,17321.79,25212.46,9572.74,10157.52,19730.26,10377.89,13604.69,23982.58,43712.84,10052.65,10486.97,20539.62,10123.23,14555.56,24678.79,45218.41,10733.99,11101.07,21835.07,10359.42,15666.77,26026.19,47861.26,11614.44,10997.11,22611.55,10272.47,15518.59,25791.06,48402.61,11515.18,12376.6,23891.78,11920.11,16067.15,27987.26,51879.04,5122.27,9805.81,14928.08,10058.03,14542.93,24600.96,39529.04,7349.72,11227.59,18577.31,12075.85,15979.82,28055.67,46632.98
Coconut Young,..REGION VIII (EASTERN VISAYAS),3071.51,2851.24,5922.75,8789.29,2528.62,11317.91,17240.66,1739.75,1403.47,3143.22,4561.08,2322.62,6883.7,10026.92,1754.3,1221.03,2975.33,4682.02,2402.46,7084.48,10059.81,1679.7,1288.63,2968.33,4615.51,2369.28,6984.8,9953.13,1816.84,1284.8,3101.64,4680.29,2539.15,7219.44,10321.08,1789.28,1352.57,3141.85,4627.69,2580.9,7208.59,10350.44,1978.45,1401.7,3380.15,4995.75,2736.78,7732.53,11112.68,1951.81,1411.03,3362.84,4694.15,2856.52,7550.67,10913.51,2007.63,1551.35,3558.98,4687.19,3132.77,7819.96,11378.94,2160.61,1556.19,3716.8,4581.45,3360.17,7941.62,11658.42,2579.09,1745.07,4324.16,4822.62,4254.15,9076.77,13400.92
Coconut Young,..REGION IX (ZAMBOANGA PENINSULA),21176.21,19892.58,41068.79,18482.15,25306.04,43788.19,84856.99,21051.53,18576.54,39628.07,18514.95,24194.96,42709.91,82337.98,21293.03,17615.98,38909.01,17562.79,23128.3,40691.1,79600.11,21893.29,17010.76,38904.04,14971.35,21258.39,36229.75,75133.79,20820.39,15653.15,36473.54,14139.64,18937.45,33077.1,69550.64,19203.54,16472.11,35675.65,13808.45,19889.93,33698.38,69374.04,20020.75,16243.88,36264.63,13609.09,19715.25,33324.34,69588.97,20153.84,16427.23,36581.07,13750.35,20386.88,34137.23,70718.3,20432.66,16161.15,36593.81,13988.47,20283.46,34271.93,70865.74,21080.53,16384.7,37465.23,14407.92,22442.08,36850.0,74315.23,25306.42,19102.32,44408.74,13294.11,23835.28,37129.39,81538.13
Coconut Young,..REGION X (NORTHERN MINDANAO),717.89,821.26,1539.15,3286.16,2688.71,5974.88,7514.03,883.4,887.48,1770.88,3424.93,2713.8,6138.72,7909.6,899.57,926.52,1826.08,3466.19,2702.79,6168.98,7995.06,880.99,861.48,1742.47,3450.28,2490.91,5941.19,7683.66,918.34,866.8,1785.13,3655.46,2586.26,6241.72,8026.85,971.27,920.09,1891.36,3637.44,2635.18,6272.62,8163.98,1104.76,1107.98,2212.74,3727.58,1352.71,5080.29,7293.04,1148.06,1138.95,2287.01,3596.86,1397.94,4994.8,7281.81,1210.08,1189.95,2400.03,3639.93,1427.55,5067.48,7467.51,1201.44,1204.66,2406.1,3781.33,1566.27,5347.6,7753.7,1476.71,1329.37,2806.08,3884.7,1506.72,5391.42,8197.5
