Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 April,2011 August,2011 December,2011 February,2011 January,2011 July,2011 June,2011 March,2011 May,2011 November,2011 October,2011 September,2012 April,2012 August,2012 December,2012 February,2012 January,2012 July,2012 June,2012 March,2012 May,2012 November,2012 October,2012 September,2013 April,2013 August,2013 December,2013 February,2013 January,2013 July,2013 June,2013 March,2013 May,2013 November,2013 October,2013 September,2014 April,2014 August,2014 December,2014 February,2014 January,2014 July,2014 June,2014 March,2014 May,2014 November,2014 October,2014 September,2015 April,2015 August,2015 December,2015 February,2015 January,2015 July,2015 June,2015 March,2015 May,2015 November,2015 October,2015 September,2016 April,2016 August,2016 December,2016 February,2016 January,2016 July,2016 June,2016 March,2016 May,2016 November,2016 October,2016 September,2017 April,2017 August,2017 December,2017 February,2017 January,2017 July,2017 June,2017 March,2017 May,2017 November,2017 October,2017 September,2018 April,2018 August,2018 December,2018 February,2018 January,2018 July,2018 June,2018 March,2018 May,2018 November,2018 October,2018 September,2019 April,2019 August,2019 December,2019 February,2019 January,2019 July,2019 June,2019 March,2019 May,2019 November,2019 October,2019 September,2020 April,2020 August,2020 December,2020 February,2020 January,2020 July,2020 June,2020 March,2020 May,2020 November,2020 October,2020 September,2021 April,2021 August,2021 December,2021 February,2021 January,2021 July,2021 June,2021 March,2021 May,2021 November,2021 October,2021 September,2022 April,2022 August,2022 December,2022 February,2022 January,2022 July,2022 June,2022 March,2022 May,2022 November,2022 October,2022 September,2023 April,2023 August,2023 December,2023 February,2023 January,2023 July,2023 June,2023 March,2023 May,2023 November,2023 October,2023 September,Type
..National Capital Region (NCR),"Mongo [Mungbean] green, shiny",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carabao for Work
..National Capital Region (NCR),"Mongo [Mungbean] yellow, labo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Fattening
..National Capital Region (NCR),"Mongo [Mungbean] yellow, shiny",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Slaughter
..National Capital Region (NCR),Patani [Lima beans],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Work
..National Capital Region (NCR),"Peanut with shell, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Breeding
..National Capital Region (NCR),"Peanut with shell, dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goat for Slaughter
..National Capital Region (NCR),"Peanut without shell, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goat for Breeding
..National Capital Region (NCR),"Peanut without shell, dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hogs Upgraded for Breeding
..National Capital Region (NCR),Sigarillas [Winged beans],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hogs Upgraded for Slaughter
..National Capital Region (NCR),Stringbeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicken Broiler, other breed"
..National Capital Region (NCR),"Sweet Peas, Baguio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Fighting Cock
..National Capital Region (NCR),"Sweet Peas, Native",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Layer (culls)
..National Capital Region (NCR),"Yambean, pods",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Native/Improved
..Cordillera Administrative Region (CAR),"Bush Sitao, Paayap [Cowpea]",19.67,20.52,26,25.14,21.38,0,14.44,13.03,17.2,30.74,35.76,28.23,16.73,16.74,22.23,18.23,25.98,19.07,17.72,17.43,20.19,33.33,28.21,20.03,19.18,26,22.46,21.5,22.49,18.99,16.65,16.34,15.38,22.02,22.67,23.05,22.9,20.89,27.88,18.64,20.88,24.39,24.56,19.1,23.21,29.52,24.38,21.95,29.23,24.73,29.62,26.27,26.89,27.18,28.84,22.29,28.44,33,32.46,26.26,24.5,24.07,27.97,22.47,23.85,24.62,22.7,23.84,24.7,25.61,28.04,27.64,24.29,0,0,27.49,24.44,0,0,22.64,0,0,0,0,20.19,21.92,21.73,23.44,24.36,22.2,23.47,23.24,21.74,23.92,22.92,21.31,20.32,25.39,28.04,20.23,24.59,22.6,22.27,23.64,24.88,31.47,30.2,29.84,24.77,25.64,24.83,21.01,30.27,32.3,23.91,20.15,32.33,25.94,26.42,24.44,26.59,21.06,45.34,25.56,26.31,21.39,22.64,26.15,23.45,28.63,26.89,21.93,26.27,27.21,25.59,29.21,39.13,30.85,32.04,25.91,21.93,25.44,31.6,25.02,24.87,28.83,32.43,23.57,23.56,28.44,30.44,22.97,23.64,35.84,30.6,25.55,35.74,33.85,39.12,39.31,38.66,34.11,33.01,32.39,37.14,35.49,33.45,36.02,Duck for meat
..Cordillera Administrative Region (CAR),Habitchuelas [Snap beans],14.5,16.15,28.31,21.7,19.5,20.38,15.1,10.8,12.96,23.14,29.82,17.83,14.23,22.27,19.6,12.96,12.8,18.05,24.61,13.31,20.84,27.16,52.12,26.1,13.41,38.45,22.67,25.83,21.94,18.12,21.88,15.54,13.68,24.23,23.97,30.08,18.23,23.91,20.1,19.87,23.46,19.35,21.95,14.53,21.87,23.49,29.54,26.45,22.33,25.27,24.46,19.92,20.26,27.16,21.25,23.22,20.57,21.37,25.1,27.37,17.92,31.73,25.13,18.54,22.26,28.43,23.63,20.28,20.68,39.23,36.03,34.47,18.94,21.28,28.91,22.06,21.13,14.56,19.34,21.29,29.28,43.08,42.34,28.79,14.64,23.97,31.74,22.21,18.37,20.24,23.41,17.92,14.86,28.29,35.48,32.23,18.55,44.29,25.88,27.64,24.96,41.68,30.79,26.59,21.81,34.16,46.79,51.95,35.94,27.08,27.6,22.3,25.71,29.61,24.38,28.6,34.31,24.54,27.51,37.18,27.59,27.47,65.58,27.34,24.74,11.86,18.81,27.75,37.03,61.23,45.84,34.54,23.01,41.18,29.64,32.57,29.53,27.39,33.49,29.7,35.16,37.69,52.27,35.15,27.36,35.46,55.69,31.08,28.91,41.17,52.29,28.04,46.8,48.82,47.42,44.48,32.78,69.73,37.55,39.46,43.66,42.54,45.91,30.2,42.72,39,32.86,42.59,"Chicken egg, other breed"
..Cordillera Administrative Region (CAR),"Kadios [Pigeon pea], dry",59.98,56.43,0,0,0,0,0,0,0,48,47.87,48.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicken egg, Native"
..Cordillera Administrative Region (CAR),"Kadios [Pigeon pea], green",62.36,0,0,0,0,0,0,0,0,90.46,87.8,75.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,0,0,0,0,0,0,69.79,69.19,68.1,0,0,0,0,96.54,0,0,0,0,49.15,49.15,67.78,0,0,0,0,48.29,0,0,0,0,72.59,49.09,44.37,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duck egg
..Cordillera Administrative Region (CAR),"Mongo [Mungbean] green, labo",0,61.46,61.78,62.72,63.02,0,0,0,0,0,0,0,67.69,0,0,0,0,0,0,67.86,66.36,0,0,0,58.33,0,0,0,0,0,0,64.5,59.77,0,0,0,62.21,0,0,64.29,0,0,0,60.79,62.45,0,0,0,0,0,0,61.05,0,0,0,58.76,53.81,0,0,0,64.79,0,0,77.18,0,0,64.12,75.37,62.06,0,0,0,73.06,0,0,0,0,0,71,74.8,75,0,0,0,76.64,0,0,81.12,0,0,77.24,76.54,77.45,0,0,0,73,0,0,75.65,0,0,71.92,68.57,72.7,0,0,0,70.44,0,0,53.09,0,0,69.57,62.31,69.31,0,0,0,61.72,0,0,75.42,0,0,89.14,78.14,65.71,0,0,0,84.66,0,0,78.05,0,0,91.85,78.87,86.2,0,0,0,79.41,0,0,66.96,0,0,100,80,78.11,0,0,0,84.5,0,0,97.17,0,0,81,104.77,94.26,0,0,0,Carabao for Breeding
..Cordillera Administrative Region (CAR),"Mongo [Mungbean] green, shiny",0,0,0,0,0,0,48,58.16,51.87,0,0,0,0,0,40.96,0,0,0,0,48.97,0,0,0,0,0,56.47,49.91,0,0,61.17,0,0,61.53,48.91,0,56.47,67.97,64.85,62.47,57.84,52.1,60,0,52.16,0,61.37,0,65.38,73.33,0,80,86.86,66,0,0,70.55,0,75,0,0,68.88,0,76.64,69.73,0,0,68.53,68.48,67.81,76.25,0,0,57.23,0,57.19,74.89,73.85,72.47,53.23,66.34,52.01,64.73,57.98,0,59.91,0,54.52,60.9,71.71,0,62.37,63.42,61.88,47.71,50.75,0,60.65,0,56.44,67.48,52.21,0,57.3,55.06,53.35,60.23,64.95,0,59.52,79,84.03,56.76,0,66.84,63.1,58.65,65.85,91.32,96.24,68.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carabao for Fattening
..Cordillera Administrative Region (CAR),"Mongo [Mungbean] yellow, labo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carabao for Slaughter
..Cordillera Administrative Region (CAR),"Mongo [Mungbean] yellow, shiny",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carabao for Work
..Cordillera Administrative Region (CAR),Patani [Lima beans],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Fattening
..Cordillera Administrative Region (CAR),"Peanut with shell, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Slaughter
..Cordillera Administrative Region (CAR),"Peanut with shell, dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Work
..Cordillera Administrative Region (CAR),"Peanut without shell, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cattle for Breeding
..Cordillera Administrative Region (CAR),"Peanut without shell, dry",0,52.61,58.62,58.28,60.36,0,0,0,60.04,61.32,61.41,61.31,59.69,0,61.48,0,0,0,0,60.08,60.16,62.73,0,61.78,62.76,0,62.9,0,0,0,0,62.85,61.53,62.79,63.24,64.35,63.47,0,62.96,62.52,0,0,0,62.15,65.82,63.66,57.18,61.99,0,0,61.86,66.9,0,0,0,66.76,65.62,63.01,61.89,58.03,70.55,0,65.33,90.89,0,0,73.88,87.9,72.34,74.91,65.24,0,80.94,0,78.08,81.67,0,0,79.47,81.85,80.66,79.61,78.17,0,100.22,0,86.51,87.44,0,0,109.5,88.16,100.71,88.69,86.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goat for Slaughter
..Cordillera Administrative Region (CAR),Sigarillas [Winged beans],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goat for Breeding
..Cordillera Administrative Region (CAR),Stringbeans,20.62,19.41,29.44,24.19,21.54,24.87,15.4,22.22,25.18,35.13,38.51,31.12,19.01,22.47,26.02,24.16,25.76,18.31,18.98,17.56,18.41,23.52,28.38,25.93,19.62,21.12,25.27,23.99,25.28,23.49,18.99,22,17.45,23.29,22.85,22.39,19.28,21.68,27.12,21.96,23.55,20.43,20.29,22,20.93,30.62,20.1,21.94,25.09,21.88,24.49,22.8,24.09,24.31,24.08,23.18,23.41,26,26.34,24.8,23.78,26.03,25.66,22.81,25.28,22.52,20.71,23.64,23.04,25.98,24.61,25.16,24.15,22.01,26.97,23.71,26.9,22.72,25,22.2,21.03,29.74,25.94,22.14,24.99,18.63,26.87,29.15,26.66,18.2,17.1,26.07,23.22,23.02,25.22,26.28,27.57,32.15,35.27,25.01,41.28,30.76,33.3,28.85,26.32,37.08,32.96,34.9,30.81,26.49,34.21,25.9,32.36,28.3,28.94,25.89,30.86,32.74,28.68,30.92,30.83,24.04,75.56,36.47,36.03,23.25,23.92,36.41,28.46,41.48,30.06,23.65,28.59,27.81,32.04,37.41,54.66,29.02,41.26,29.3,25.87,34.88,34.69,32.6,30.32,29.61,52.69,34.72,32.97,36.04,32.35,32.21,39.15,51.29,40.31,34.16,37.93,41.06,39.85,45.34,49.36,34.37,35.1,41.67,40.23,37.04,35.69,43.64,Hogs Upgraded for Breeding
..Cordillera Administrative Region (CAR),"Sweet Peas, Baguio",39.57,37.65,81.49,79.41,44.34,49.52,61.96,84.34,84.21,71.14,56.45,79.53,35.34,62.45,84.07,41.05,50.1,91.66,79.93,39.41,36.77,62.25,195.53,152.32,40.1,140.65,71.19,81.16,64.55,123.16,80.27,60.46,38.62,74.46,97.82,121.75,73.65,125.3,76.99,65.2,69.93,105.82,114.71,46.4,109.38,85.54,138.82,155.28,92.45,109.86,76.07,61.71,62.53,63.34,48.58,40.09,93.5,72.46,129.09,125.45,44.8,111.26,89.41,43.81,55.37,134.14,89.25,40.76,75.65,84.82,117.17,88.53,72.65,134.48,91.15,60.53,63.85,118.68,125.73,41.96,94.37,126.31,199.84,86.95,72.4,106.58,117.22,46.32,32.08,152.16,135.29,61.83,62.75,147.08,172.4,249.94,60.4,172.21,56.13,60.91,95.16,69,92.07,58.99,60.32,99.52,142.51,156.4,61.09,147.5,114.67,50.39,74.92,154.22,131.4,54.28,146.65,119.96,131,105.07,50.24,118.41,186.04,78.23,48.21,89.95,73.38,54.4,71.07,153.1,127.1,113.69,56.98,123.51,146.75,45.47,89.95,118.24,131.68,37.66,112.85,149.81,166.57,91.41,110.29,160.35,132.16,52.41,107.85,94.76,94.16,55.91,102.61,116.37,142.48,142.62,87.01,239.46,74.56,108.2,91.35,133.95,149.44,85.53,94.86,76.03,171.92,275.7,Hogs Upgraded for Slaughter
..Cordillera Administrative Region (CAR),"Sweet Peas, Native",60.97,61.5,0,0,0,0,0,0,0,0,0,99.09,0,0,79.38,74.18,73.06,0,0,71.09,0,0,0,0,0,0,78.21,0,82.64,0,0,0,0,0,0,0,0,0,0,82.94,90,0,0,0,0,0,0,0,0,0,86.5,87.46,86.29,0,0,0,0,0,0,0,0,0,131.65,77.05,80.96,0,0,0,0,0,0,0,0,0,93.77,77.26,108.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicken Broiler, other breed"
